,text,label_h,label_f,label_s
3368,klkah launch karne k bad mujhe  star plus se jitna pyar huya tha usse kayi jyada abhi nafrat horahi hai iss channel se  seriouslyhate u,1,0,0
3369,bap bap hota hai  virendersehwag  ab apni gaao mata k peshab me doob k mar ka #rape india ka,0,0,0
3370,tum rape kerwane ko bheek bolte ho hindi me,1,1,0
3371, chintskap tum haaray hum jheete  is he terhan kashmir bhi har jao terrorism khud ba khud khatam hojaiga  kyun k zulm sy terrorism barhta hy,0,0,1
3372,match jeeta hai  #terrorism khatam nahi hua abhi #pakistan se,0,1,1
3373,rape se yad aaya sister aa gai ghar wapis,0,0,0
3374,jadeja hate youkud ko senior player manta hai fir batting mai jalwa dikhana chahiya thaachhe player  out karvdo fir tum bhi out ho jao,1,0,0
3375,was i the only hate not liking selfie jab wo camera ke agay zabardasti aa raha tha trophy ke sath baqiyo ko anay de bhai kuch sharam kar,1,0,0
3376,kis shastra me likha hai ki shudro ka rape karna chahiyebatana chutiye,1,1,0
3377,aaj saarukh ka manhoos chehra tv par dikha tabi india haar gayee  i hate saarukh,1,0,0
3378,dekha mere bhai ne rape phir,0,0,1
3379,lol kashmir me to ap log holi kheel rahy han na wo bhi check kr lain k terrorism kon kr raha hai,0,1,1
3380,apny modi the bucher of gujrat ko bhe suggest karain k kashmir mai bhe terrorism khatam kary,0,1,1
3381,keval rape seen dikha k trp lutte hai ye petrol wale,1,1,0
3382,tera gyan bas yehi tak tha dimwit waise laal salaam walo ke liye to danga aur rape bahut common baat hai,0,1,0
3383,han btaya hai yahan rape nahi hotay aae din k kis ne choda or kahan bhag gya chod k kchh ata pata nahi  ,1,1,1
3384,pehle apni auraton ko rape se bachao,0,1,1
3385,ap kalbhushan yadev jaisun ka na bhaijain terrorism khud ba khud khatm o jaey ga,0,0,1
3386,ye aapiye modi ji ke liye hafiz saeed ka bhi tweet rt kar denge yaarbahot hate hai inke man me modi ji ke liyelagey raho terms dila doge,0,1,0
3387,jo kuch ap kashmir me kar ray ho wo terrorism nahi aur kia hy,0,0,1
3388,abhey ghandu tumarahy waha bhen koh pojtay hai k chudtay hai duniya mai sab say ziada toh rape waha hotay hai loro,0,1,1
3389,kahi inka bhi rape na hojaye,0,1,1
3390, narendramodi rape par ek sakht kanoon kab banega,0,1,1
3391,apnay pita jee kulbhushan ko yaad rakhain jis nay yahan hazaron pakistanion ko mara to terrorism ap kerwaty hain yahan ankhain kholo apni,0,1,1
3392,tum jo apni maa behn ko gashtiyon ki tarhan chod dete ho sb se zyada rape aap k cases aap k mulk mein hein meri jaan,0,0,0
3393,fitaay muu  ab loc pe bhi apni terrorism khatam karo  you indians nahi issi tarhaan pitoo gay hum se,0,0,0
3394,beta  laundon ka bhi rape karta hoon beware,0,0,0
3395, gautamgambhir sirf paiso or randiyon pr marne vale kabhi desh k bare me nhi sochtei hate viratkohlidesh bhakt ho to gautam gambhir jaise,1,0,0
3396,rishi sab terrorism hum nhi aap log ho shak hai to kashmir ko hi dekh lo kon phela raha hai terrorism,0,0,1
3397,or ek baat  i hate womens life hame aurat bannkar dubara janm nahi lena,1,0,0
3398,ye nahi ho payega iske liye terrorism khatam karo,0,1,1
3399, chintskap rishi kapoor sahab agar ap hamare mulk ko terrorist kehte ho tou hamare mulk may terrorism indua hi karwata hai,0,1,1
3400,history main likha jayega logon ne  crore ka rape kiyavo b aik sath,1,1,0
3401,tum log terrorism band kardo balochistan mai aur pakistan kai doosray provinces mai,0,0,0
3402,some times we lose some times we winbut jadeja ka sar phodo century to ho jati pandiya ki hate  imjadejajanta maaf nhi karegi,1,0,0
3403,agar terrorism daikhna chaho to maqbuza kashmir man daikh lo aur agar thorhi se bhi sharam baaki ho to apni us shakal per dhob maro,0,0,1
3404, chintskap koch din phalay tu nay bakwas ke thi na terrorism pa bc apny agent bajty ho  ma wo pakray jaty hain phr manty nai ho rondu,0,1,1
3405,bhai rape chal rha hai kya dikha diya ye bachon ko,1,1,1
3406,bhai ye bateyn kar sakte hai basbheekh par palne ki adat hai iinheterrorism par bada guman hai inhebc peshwar bhool gyesorry to say,1,1,1
3407,rape tumhare yaha hota bosdiwalo apni behan se sadi kar lete  suar jise bache paida karte,0,1,0
3408,tumhare kul bhushan ne jo kia wo terrorism nahi tha kya usko phansi se bachao agr g m dum h tu,0,1,0
3409, chintskap rishi ji baap wali baat ka jawab to mil gaya hoga rahi baat terrorism ki wo dunya ko pata hay kon zimedar hay,0,1,0
3410,sanjiv bhatt  hate me kitna niche giroge shobha nahi deta,0,0,0
3411,kuttay ke bachay terrorism tum log karwatay ho afganistan ke sath mil kar kuttay ke load ho tum log harami,1,1,0
3412, se to tera rape hote hue aa raha he thore saran to kar aaj fathers day hebaap se jaban ladata he,0,0,1
3413,aj ki taza khabar bharat maata ko  logo ne gang rape kr diya,0,1,0
3414,balochiyo ki bari tension hai phly rape cases tu hatm karoaye bary,0,1,0
3415,ek baar jeete horecord dekho ind ka and pak kaacha hai abhi kuch din suicide bombing and terrorism nhi hoga,0,1,0
3416,acha yar ap jeet jao or toilets bana loacha yaar rape karna band karo,0,1,0
3417,#maukamauka #indiazidabad baaki sab chizo me hum tumhare baap ke samaan hai  rape rate ke alawa  usme tum baap hi ho india ke,0,0,0
3418, rishikapoor betay abb pata chala baap kaun hay kashmir may terrorism bund hona chaiey warna jald hee ye hee haal karien gay tumhari fauj ka https  twittercom manlikewaddupp status ,1,0,1
3419,#pakistan main terrorism k thekedaron ny pakistan ki jeet ki khabar chalany ki bijaye #indians k hath main hi trophy dikhi di #pakvsindpictwittercom nispwt,0,0,0
3420,i hate  imvkohli,1,1,1
3421,gift me rape nai karwana chaye that at least  wese b heejra baap nai hota,1,1,0
3422,aur rahi terrorism ki ye tum khud jante hoo kon kahaan karta hai,0,1,0
3423,baap nay bharat mata ka rape kar diya,1,1,0
3424,yaar dekho bhai ham to koi terrorism promote nahi kerte teri family ki auraten kapre hi itne ache utaarti hain khud per control nahi hota,0,0,0
3425,baniye ka rape aur amir bhai ki daring #ct #ctfinal #pakvsind,0,0,0
3426,aaj papa ne bete ke liye kurbani de di jao khush rahe betabas ab terrorism phailana band kardo,1,0,0
3427,apne bhagwan k naam pe mass murder  rape krne ka nyaya ramrajya me lena,1,0,1
3428,baniye ka rape aur fakhar bhai ki daring #ct #pakvsind,0,0,0
3429,yaha pr aik sports terrorism bhee hota hai mubarak ho aaj dhaishat gurd dhaishat grdi krnay se pehlay hee pakray gaye#pakistanzindabaadpictwittercom hfvxcbcsc,0,1,1
3430,bhai bas paise terrorism pe mat kharch karna,0,1,1
3431,haha bs ab koi faida nai bolne ka jiska itna ganda rape hua hai  begairat tho tum log shru se hoo  hazar lanat tumpr haar gye laanthi,0,1,0
3432,abay toilet main rape ki pedawar  bakwaas na kar,1,1,0
3433,warrior bhai masss  too much lovers  haters yaha to hate karne wala bhi koi nahi hai,0,0,0
3434,yeh kisi ki fan bnne k layak hi nahi hain ek number ki vahiyat insaan hai i hate her,1,0,0
3435,sir rishi aab baap kon hai  pata chal gaya chalo choro  aap log har gai aab tu terrorism band kar do,0,1,1
3436,fathers day per apne baap pakistan ko or is rape ko kabhi mat bholna   trendulkar #pakvind,0,0,0
3437,shat up rishooooo gabar terrorism tm logon ne shuru kiya hai hum pakistani bandh kar rhe hai idoits looser rascals,1,1,0
3438,rishi bhaii aap ki cartoon jesi shakal hai tou kuch bhi bologe aap loug rape rates kam karwao india ke pehle maindak jesi shakal wale,0,0,0
3439,k budhe baata nakko kr  tum log jeeto hazar baar jeeto it seems they won and terrorism bhi kahi dikhayi nai dera theyre all one,0,1,0
3440,tissue du tujy ya pamperrape report to krwany ni jaa rha khibecharo ka rape ho gya ajj too,1,1,0
3441,i hate tem india,1,1,0
3442,sir irony toh ye hai ki puri zindagi aap logo ne kaha ki aap terrorism ke shikaar hai but aap log khud he terrorism phaila rhe hai,0,1,0
3443,ye midia bale yogi or modi ke gungate rhate hate hai up mai dalito par ho rha ateyachar nahi dhikhata kya,1,1,0
3444,kuch bhi ho jaaye terrorism khatam nahihogaeska reason pak nahi indian muslim ki soch h,1,0,0
3445, chintskap hum ne #endia ko nai #terrorism ko haraya haialhumdolillah,0,0,1
3446,#indvpak pakistan kissing the pitch agar itna pyaar desh ko kiya hota to terrorism nahi hota tumhaare desh ne,0,1,0
3447,wish pakistan terrorism ko bhi aise hi haraa de,1,1,1
3448,khane k liye pase nahy kahi tere sath koi rape to nahy nahy tera kahi tatty karne gya ho or larko ne paker kar kam kar diya ho tera,0,1,0
3449,kuchhhh bhi bolti hai i hate u,1,1,0
3450, imvkohli haro to haro pan izzat mat utaro aaj aap logo ne hamara man samman sab utar liya i hate u virat thoda lagta hai hamari tarah to,1,1,0
3451,chalo kabhi toh kuch achieve kara pakistan ne apni zindagi mai nahi toh sirf kalesh aur terrorism hi karte hai aur jhelte hai #indvspak,0,1,1
3452, chintskap  sir je ab pakistan ka paani tou khol dayen aisi bhi kia terrorism kisi ka paani bandh karna achi baat nahin hoti #indvpak,0,0,0
3453,#ctfinal endia kaa rape kar diya sarfarz  ney tooo  kaha tha naa baap baap hota,0,0,0
3454,abhi toh ye deal poori bhi nahi huyi pehle hi haar gaye yaarterrorism band kya karna hai cricketers ne hi bomb phodne start kar diye https  twittercom chintskap status ,0,0,1
3455,raaj k baygherat hotay hein indian sar per jootay parnay k baad bhi entertainment dhond rahay hai rape k bachay,1,0,0
3456,khud ko rape karwake,1,1,0
3457,orr agarr dil sa khelain to best batting line up ka bh rape kar detay hain,0,1,0
3458,zaida baap mat bana karo  betay ho betay ban kar raho aur ab tum terrorism funding band karo,0,1,0
3459,hum to jeet gaye rishi kapooraaaaay  ab washroom mein ja k terrorism karein   chintskap,0,1,0
3460,we hate u for ever thu,1,1,0
3461,besharam  bharat maa ko baap boltay ho transgender ki aulaad  aaj betay ne teri maa ka rape kar diya,0,0,0
3462,match ho gaya now we must ensure ki terrorism bhi khatam ho jaaye,0,1,1
3463,viru ji aapka to alag se rape ho gayaaur india ka alaag se,1,1,0
3464,i hate you jadeja aapne hardik ko rin out kyu karwaya,1,1,0
3465,bharat mata ka rape hogya,0,0,1
3466,paaji apki team ka to rape hi ho gaya hain fikar nai karo green kapra upar dal k bhejen gay  virendersehwag,0,0,1
3467, narendramodi jesai katil pm hutey hue terrorism ki baat kartey hu saley kapooreyyy #pakistanzindabad,0,0,0
3468,#ahaf  galiya khane wale kaam mat kiya karo  hate media line bloody hell,1,1,0
3469,apnay raw bap ko jab tak lagam nahi do gay tab taq pakistan ma terrorism bandh nahi ho saktachand kutay abi be lock up ma hain kalboshan,0,0,0
3470,aj to mata g ka rape kr diya,0,1,1
3471,isko kehte hain bund phar jawab beta baap ke saath panga nahi  bc shaklen dekho inke  imvkohli chutiay ki rape zara aurat lag raha hai,0,1,1
3472,all pakistani are pig  ye saale kabhi terrorism band nahi karenge,1,0,0
3473, imvkohli vai ye tune kya kiya bangladesh ke ke sath haar hate ,1,0,0
3474,aaj ravindra jadeja jo bhi hardhik pandya ko out kiya isi se lagtha hy ki jadeja losses his fans jadeja fans starting to hate him #indvpak,1,0,0
3475,jeet tou hum gye hai aur rahi baat terrorism ki wo ap ki motti sarkar kr rahi hai kashmir mai https  twittercom chintskap status ,0,0,1
3476,oe genday kese seedha ho gya hai ab ab haar to gya hi hai ab shabash pakistan me terrorism phelaana band kro smjhe,0,1,0
3477,chal chord yar  bus stop women rape in india,0,0,0
3478,aap ghar me pakistan se aye aur atankio ko panah doge to dhundna to padega na aap terrorism ka sath mat do picture change hoga,0,1,0
3479,aaj india ka gang rape hogaya #indvpak,0,0,0
3480,tum ghar par raho khelnay layak nahi ho tumare baje aaj india her gaye i hate u,0,0,0
3481,choro yaar bas aj kashmir main koi terrorism nahi karna yaar https  twittercom chintskap status ,0,0,0
3482,i hate u  imjadeja  na khud kuch karo na dusro ko karne do pictwittercom vojyoobrk,1,0,1
3483,your country is famous for rape right aesa rape dekha hai aaj ke baad baap ko baap maniyegaa,0,1,0
3484, sirjadejaaaa  saale haraamkhor kya ukkhaad liya bhai dhesh ka pata nahi i will hate u forever chutiya saala,1,0,0
3485,all hate you  imjadeja,1,0,0
3486,pakistan aur iske muzafat main eid ka chaand nazar agaya hai  rapist ka rape lmao  #pakvsind #ct,0,0,0
3487,i hate gaddar indian behuda mullathese molwimuslimo ko gandi  barbaad soch de rhe hye islam ke dusmnislam ko kbr me dalegeaamin https  twittercom tarekfatah status ,1,0,0
3488,but i still hate him,1,0,1
3489,jaow behen jaa k pehly rape ke khilaf awaaz uthaow apny mulk phir aaky tweet karna #rapist #indians,1,0,0
3490,kohli dhawan dhoni yuvrajuu rohit lite kani jadeja dorikithe brutal rape chyali,0,1,0
3491, imjadeja i hate u bastardpandya ko out krwa diya khud toh kuchh maarte nahi  jo maar raha tha use bhi out karwa diya ,1,0,0
3492,pakistan is hub of terrorism,0,1,1
3493,aur koi bolo mauka maukapandya atleast faught jadeja ko maut aa jayehate this game hate it,0,0,0
3494,so as  chintskap said match jeeto pas terrorism band kro  to padosiyon kal se chain aur aman hoga ,0,1,0
3495,ohto halala krwane wlo ko bhi rape ki chinta hai,0,1,0
3496, jibranhaider  mk_ramhariya baap ke taraf se gift hai tumhare liye rakha lo  aur wahan hockey me apko  se rape kar diya,0,0,0
3497,  imaranjan  mujibansari  atifgujjar  thesushmitasen  vivekjayswal are isi liye to bar bar bar hate ho india se,1,0,0
3498,terrorism to aap b kar rahe hain pakistan meinaur apki govt is baat ko maanti bhi haihum to khud terrorism ka shikaar hain #bleedgreen,0,0,0
3499,achaa iss terrorism ki baat kar rahe thay jo oval mein ho raha hai acha theek hai paayn,0,0,1
3500,ab bata kis ka rape ho raha hai https  twittercom nehakakkarfan status ,0,1,0
3501,sharam ani chahie live rape ho raha ha tum sab dhek rahy hho,0,1,1
3502,us ne chodo yaar kaha tha fakhar aamir ne rape kr diya,0,1,1
3503,khel mein harjeet hai  janab  rape jaise ghinoni harqat nahi,0,1,0
3504,curnel rank kaa aadmee kubhee terrorism kurwata duniyaa maay nhi pukraa guyaa,0,0,0
3505,dekho to terrorism ki bat kon kr rha hai jo khud hmare mulk me terrorist bhejta hai,0,1,1
3506,aap terrorism kee baat kurtaay hoo humnaay balochistan saay apka curnel pukraa hai joo balochistan maay terrorism kurtaa thaa,0,0,0
3507,jeeto or hazaaron baar jeeto lekin plz kulbhushan jeson ko apne pass ho rakho ta k pakistan me terrorism nah ho https  twittercom chintskap status ,0,0,1
3508,we will because we can and regarding terrorism golbohshan yadavh bhabi netu singh ko ghomany pakistan aaya tha kiya,0,1,0
3509,aaj pehli baar  logo ka aik saath rape hoa aur live bhi dekhya gya,0,1,0
3510,abhi teri hockey team ki rape hui dekha ya nhi g ki speed se,0,0,0
3511, safridiofficial yahi toh main problem hai toh  bas i hate him https  twittercom kshaheen status ,1,0,0
3512, chintskap kaha mar gae uncle olad ne bap ka rape kar dala aur ap chup ho,1,1,0
3513, chintskap  virendersehwag #terrorism at #theoval  baap se khelne ka shoq poora ho gayahttps  twittercom fawadchaudhry status ,0,1,1
3514,tumhe to cricket me jeetkar bhi terrorism par hi jaana hai https  twittercom aliinsafianpti status ,1,0,1
3515, chintskap   jab india haar se pagle ho kr jo andolun kry ga to pata chal jye ga kon log aman pasand hy aur kon terrorism krty hain,0,0,0
3516, chintskap ki baari hai apne kaha ta ke pakistan apne mulk se terrorism khatam kare tu ab indian suported terrorism ko khatam kar rahe hai,0,1,0
3517,bhai  loneranger se tution le le she predicted this bola pak jeeta tho terrorism katam hoga   lets see  https  twittercom ra_bies status ,0,1,1
3518,stadium tak agaye hain to ab himmat kar k apna rape bhi dekh len,0,0,0
3519,aisa hai to june ko rape ho chuka tha pak ka,0,0,1
3520,phati to terrorism par agaey janab sharam tum ko magar nahi ati,0,1,1
3521,humary han doodh wala literally roz roz uska rape karta hai,0,1,0
3522, chintskap bhai chai wala ka endian state sponsored terrorism in pak n kashmir band karyo sab bariya hou jaye ga https  twittercom nazbalochpti status ,0,0,1
3523,bhadwe hain salle yebhadwagiri khoon me hai inke khate india ka hain or aada porkistan ka krte hain,1,1,0
3524,aj india ka rape england mein ho rha hailoosers  baap baap hota hai panga nae laity baap se#gogreens,0,1,0
3525, chintskap wese tau rape india me hote hain lekin oval me hum ne kar dia  chadar daal do khoon nikal raha ha #championstrophyfinal,0,0,0
3526,itna ganda rape tou hamara bhi nahi hota waise,0,0,0
3527,gobar kohinor se behtr hota hai u know nadont hate gobar  sambitswaraj,0,1,0
3528,ye tou seedhi seedhi terrorism hai  chintskap,0,0,0
3529, virendersehwag  dkayyjin koi is bharway ko btye k is k tatti bharat ka rape ho ra h,0,1,0
3530,yaar hum bhi bura haray thay lekin yeh to rape hai kyon  chintskap  virendersehwag  #pakvind #indvpak,0,0,0
3531,bharat maata ka rape ho gaya aaj  #indvpak #pakvind #pakistanzindabad,0,0,1
3532,suna hai #india rape bohat hotay hain ,0,0,0
3533, virendersehwag #pakistan baapo bharat matta ka rape karte hoye #championstrophy #pakvind,0,0,0
3534,bete ne baap ka toh rape kar diya viru ji  virendersehwag  abpnewshindi  abpnewstv,0,0,0
3535,dekhen bahit na aiegaa apky rape honay k chances ziada hai nawt_your_bhai,0,1,1
3536,abhi jo ground mai terrorism ho raha hai who kisi sorat band nahi hona  ,0,1,1
3537,#indvpak apne desh ki national game   hockey hai    usme aj india ne pak ko  se hraya hai  cricket angrejo ka khel hai    i hate crik,1,0,0
3538,waqai baap baap hota hai sara sal bacho ko khus krta hai but fathers day ko tumary jasy bacho ka #gang_bang rape hna chaheya lol chintskap pictwittercom dxkgivhby,0,0,0
3539,aaj pakista ne world ke no batsman ka rape kar diya,0,1,1
3540, chintskap haan bhaoooo ye terrorism se kam nahi hai  dekho bohot gandi li hai  khoon toh nahi nikal raha,1,1,0
3541, chintskap kaisa kiya terrorism ab batao tumhara baap kaun hai bilkul isi tarah hum kashmir bhee lai karr rahaygay,0,0,1
3542,aaj india ka rape ho geya #indvspak,0,0,0
3543,nahi woh abhi rape karwa raha hai aankh band kar k,0,1,0
3544, chintskap rishi kapoor sahab  ap k saath tau ground mai terrorism hogya  virendersehwag jee bilkul baap baap hota hai #indvpak,0,0,1
3545,aur suna phuddu  ho gea na rape tere india ka baatain chodnay wali machine baap pakistan hi hai tm logun ka,0,1,0
3546,hahaha ganduu hum dekh rahay hain tu b dekh raha hay na aona rape hotay hoye baap k hatho,0,0,0
3547,yar tv band kerdo ramadan may kisi ka rape hotay huay dekhna sahi nahi,0,1,0
3548, virendersehwag ayy chuttiye teri maa ka to rape ho gya aaj ovel main,0,1,1
3549,chutiya he is i hate him,1,0,0
3550,team india ko aankho per bithane ka ye hi natija hota hai i hate team india,1,0,0
3551, to kr lo yaar kyun rape ka case krwana hai #indvpak,0,1,1
3552,stop indian terrorism in kashmir lagata hai baap baita donu ko aaj kal kaam nahi mil raha,0,0,0
3553,aaj nahi jeetenge aur bana lo rape jokes uske bacche ko terrorist bola ye to hoga hi,1,0,0
3554,yeh baap ka rape kesa lag raha hai rishi kapooray pictwittercom ndkkprvelq,0,0,1
3555, chintskap helooo hate mongrerbaap baap hota haiamir to kohli,0,1,0
3556,i hate this country so much  wapis pakistan jana hai sakoon se match bhi nahi dekhne de rahe zehar,1,0,0
3557,jai trop hate putain,0,0,1
3558,ab choodo yaar nahy  asli terrorism tou ab shuru hua hay,0,1,1
3559,sir aaj ka #bhartirape bhi terrorism mein aata hai kia #pakvsind #iccchampionstrophyfinal,0,1,1
3560,ghar jalana aur rape krna idians k kaam hai hum allah ka shukar hai aisay kaam nai krtay,0,0,0
3561,aur ye jo terrorism wali baat kr rahe ho is liye kr rahe ho kyon ke ab koi jawab nhi mil raha,0,1,0
3562,abhi terrorism aur baqi hai mere dost  chintskappictwittercom tvejyywa,1,1,1
3563,hum terrorism rukh daity hai app yadve ko rok sakty ho app ki raw bhoki mar jai gee,0,1,1
3564,suna hai kohli ka rape ho gya hai,0,1,0
3565,i hate yuvraj https  twittercom menhunpakistani status ,1,1,0
3566,i hate dhanapur,1,0,0
3567,bolay bolay filhal tw live rape dekhey ,0,1,0
3568,bhai ye to bht ganda rape horha he ab mardo k b rape hone lage tumhare han,0,1,1
3569,logic samaj aata tho bhai tum log poore duniya me terrorism kyo failate,0,1,0
3570,this is y i hate rohit sharma  rohit ne de diya mauka,1,0,0
3571,tum kaisa kah sakto ho hum terrorism phala rahen sala hum na teri biwi ke shalwar ma bomb chora tha kiya ba,0,1,0
3572,sab se zaida ashwin ka rape hua hai #indvpak,0,0,0
3573,abe gandu hum baap log hi hain gawar saale pehle apna terrorism wala desh ko sambhalo,0,1,0
3574,bilkul sir terrorism hi khatm karne ki koshish kar rahe hain kulbhoshan ki phaansi se kuch to kami ayegi hi,0,0,1
3575,shaqal say he tu kisi rape  ki paidawar lagta hai  bata kitnay bap hain teray,1,1,1
3576,abhi kulbushan yadav ko phansi de kar terrorism band karty hain,1,0,0
3577,nd hmare bhagwan ko convo me law tum ab tum ye bhi bata do tumhare tharki mohd ne yrs ki bacchi ayesha ka rape q kiagawar tharki mohd,0,0,0
3578,i hate this gola bhallo yuvraj singh,1,1,0
3579,aur india ki un aurton se bhi ziyada hai jo rape victim nahin hain https  twittercom trendulkar status ,0,1,0
3580,pakistan jeet rahi hai chalo iftari rakh lete how much i hate this,1,0,0
3581,wahi tho apne yahan thoda rape cases badhte hain aur hamein kharab lagne lagta hai,0,1,1
3582,khila v dete h inhe indians ki tatti khake toh inhe dimag aayedimag toh terrorism k alava or kisy chiz me lagta ni inkakhake toh aaye,0,0,0
3583,haan teri maa ki choot mein kitne rape huey the jo tu hua,0,1,0
3584,itti khushi ki baat nhin hai century bna ke ja raha hai vo hate u so much mr zaman,0,1,0
3585,accha theek he matt band karo terrorism jab taliban aapke schools main ghuskar khoon ki holi khelte hain  tab kaisa lagta he aapko,1,1,0
3586,#pakistan  runs karle lekin #baapbaaphotahai tu toh jeet nehi payega #ct aukat kya hain tera #terrorism,0,0,0
3587,bus isi mein khusi mil jayegi tumhare desh ko  aur toh kuch kar nahi sakte terrorism ke alawa tum log,0,0,0
3588,motherchod wo to ajse  sal pehle nahi tha pichle  saal se us ungli kar raha hai isiliye terrorism hue hai https  twittercom imkks status ,0,0,1
3589,bhai ye india ka rape chal raha hai,0,1,0
3590,bhai ye india ka rape chal raha hai,0,1,0
3591,blooch mie dkho kitne rape hoo rahe sabse jadya rape pak maie hei hoote hai,0,1,1
3592,aaj terrorism k sath tmhare ghar warh jayen ge,0,0,1
3593,jadeja ka rape hogya hai,0,1,0
3594,aur tum log rape karna chor do humain b haar manzoor hogi,0,1,0
3595,ji mujhe to sardaron par bane jokes bhi pasand nahi i hate it,1,0,0
3596,ha ha ha jaise pak me rape nahi hota bhai pak is the no  in terrorist supply riot hua bandh bhi hogaya pak ne kya terrorism chor diya,0,1,0
3597,apko pata b hai k terrorism kon kar raha hai aur terrorism hoti kya hai nahi nahi ap kuch b nahi  janty ,0,0,1
3598,darze nai kehte darje kehte loruu singhh na bolna aata hai na ilkhna  gang rape ki birth hai tumari yaqeenan hahaa,1,1,0
3599,i hate it when ramiz raja comes on buri nazar ye hi lagata hai,1,1,0
3600,apni maa ka rape ka shayad hi koi itna jashn manata ho  dharm ke saath khoon bhi badal gaya tha lagta hai gandi naali ke keede https  twittercom timesnw status ,0,0,0
3601,apna desh sambhalo pehlesara world mai jo terrorism faila rahe hai wo silhaynge humain k hum kaise apna desh chalaye,0,1,0
3602,ap kya samajhte ho hum khud apne hi country main hum khud  terrorism karahe hain,1,1,1
3603,#hum band karay ya tum log bandy bhaijna band kardo tum log he terrorism k baap ho,0,1,1
3604,yadav ugly tu indian tha na aur bhi proxies pakri hain humne indian terrorism ki tabhi tu mashaallah sukoon hai,0,0,0
3605, narendramodi  pmoindia  rashtrapatibhvn ek din v aisa nhi jata jab kisi ka rape na hua ho india has become the land of rapes #shameonuspictwittercom aenaybogf,1,0,0
3606,pyar me dard bohat hota hai yar i hate you s,1,1,0
3607,rape ke aropi yusuf ko wha ki police bachane ki kosis kar rhi hai jo ki ek blatkaari hai ye kaun btayega is tweet me#public shi kr rhi hai,0,0,0
3608,and yeahkulbhushan jadhav ki taraf se namasatyterrorism ki bad karte hai bloody rapist,1,0,0
3609,tabhi to india ke har gali mein rape hota hai,0,0,0
3610,tum log karte ho baigairat kaum    maszido me bomb blast karte ho  afghanistan me terrorism phaila rakha hai saalo tum logo ne,0,1,0
3611,yeh toh pathani kutte hain ko  ladkiyon ka rape karte hain yaad nahi bangladeshi ko  mai kisne rape kiya porki,0,0,0
3612,sir him pakistani terrorism nahi hien him to pyaar karna or pyaar bantna jaanty hien terrorism to hum pey hoti hai,0,0,1
3613,bas porkistan ka rape start hone wala hai dekh ache se maa k loudehijde,0,1,0
3614,haan bilkul jo rape kr k aur logo ko lynch kr k maza layaisa maza nai chahiye,0,1,0
3615,#pakistan mein aurto ka rape nahin hota hain kya,0,1,0
3616,yaar tum hamain sikha rahy ho k terrorism band karopehly hamara jo kashmir tum logn ny hathaya hua haiusko tw peace main rakho,0,0,0
3617, carryminati #ayecarry tujhe pta ki katta kya hota avi gujjar ke rape se phele,0,0,0
3618, chintskap aray  terrorist to tm khud ho jo pakistan ke khilaf terrorism krte ho aur wese washroom bana rahe ho ya hum imdad karen hahaha,0,1,0
3619,or pakistan me hindu ki kya halat hai dekhi hai maine kashmir me terrorism pakistan sponsored hai kashmiri musalman hai to shanti se rehne,1,0,0
3620,girl in india na  so ab ap bharat mata ki jai ki bijaye kia rape mata ki jai kehtay ho again family ko dhyan sai bhejna londay pak kai,0,1,0
3621,pakistan terrorism ki kheti chor dega tho khayega kahan se ooski ooplabddhi aur hai kya,0,0,1
3622,terrorism hum kartey hey khud to jese angel sari barbadi sari tabah ho wo bhi hamaray mulk mein sharam to nhin he insha allah hum jeete gey,0,1,1
3623,i hate pankaj udash,1,1,0
3624, zad sey kuch sikho aur apna mulk ko support karo love hate wala c band karo  https  twittercom shamidrees status ,1,0,0
3625,uncle jaani  apne rashtra ka terrorism band karwao pehle kaafi zyada ho gaya hai aaj kal https  twittercom chintskap status ,0,0,0
3626,tum keh tay pakistan acha nahi chalo thik hai tumare india acha phir kise mother sister safe kyun nahi jawab hain mint ek rape hota hai,0,1,0
3627,dogs to muslims hai pakistan jaise jo sirf terrorism janta hai aur kuchh nahi,0,1,0
3628,ye log kaun hai jo roz rape  killing  karte hai,1,1,0
3629,pakistan ko terrorism chodne kahna thik waisa hi h jaise chirss gyal ko kahna bhai dhup me mat khada ho kala ho jayega,0,1,1
3630,ke sath rape kerne ko kaha,0,0,1
3631,isko sirf nonmuslims ko hi hota bandook terrorism taqiya sharia  azaanlekin apne pak muslim bhayi banduon k saath batcheet se hul hoti hai,0,1,0
3632,bakwaasto lagega hi  kyonki terrorism failanewale tum logho  isliye koi desh pak me cricket nhi khelta china tum logo ko roti de rha hai na,1,0,0
3633,bhosdi ke tera rape kar diya kisi ne kya or videshi arya kon h tere he baap purkhe hoge ijjat kar saale,1,1,0
3634,tabhi india me roz gang rape hoty hain kyun k sab ko baap banny ki jaldi hoti hai aap ki beti k sath hota tab kia karty tab baap kon hota,0,0,0
3635,#thankshanikarakbapu kyunki aap ne hi bola  i hate tears and cheered me up  treebohotels,0,0,0
3636,abey aaj  zinda bhi hai vo bhi india ko thank you bol varna pakistani army tere baap ko murder kar deti aur teri maa ka rape ke baad murder,0,1,0
3637,media terrorism ka mul karan hai deepak chorasia  ise turant jail bheja jaay #arrestchorasia,0,1,1
3638,un logo se kabhi rishta mat rkhna jo bolte hai i hate winters yar pata nahi garmiya kab padegi #summers,0,1,0
